edgeID,AC,RB,BB,RBB
47374,2,1,0,1
47375,21,23,30,25
38506,0,0,3,0
47518,5,1,3,2
48722,86,36,109,49
11573,0,2,2,1
48716,1,5,2,7
47568,3,3,4,3
47570,22,22,29,26
47572,20,23,29,27
47587,0,0,1,0
47627,3,2,4,3
34795,1,4,6,3
47669,0,1,1,1
34794,0,0,5,5
47696,17,36,30,29
47697,9,15,9,23
7728,0,0,0,0
7727,1,1,1,1
7726,1,1,1,1
47751,0,0,0,0
7100,2,4,18,8
7098,1,0,1,0
47753,1,1,2,1
48215,0,0,0,0
7226,2,2,6,5
49476,4,6,7,4
12861,0,0,0,0
12862,0,0,0,0
47787,1,0,15,3
12863,0,0,0,0
47800,0,0,0,0
33654,0,0,0,0
33381,0,0,0,0
7133,19,16,18,6
12984,14,9,32,21
33374,1,0,1,1
49623,5,5,6,5
7099,3,4,17,8
33541,20,14,15,5
7448,0,0,0,0
33194,0,1,0,1
7446,3,1,4,3
33003,0,1,1,0
32994,0,1,0,0
7020,1,0,0,0
13004,0,0,0,0
34370,6,11,5,19
48288,2,3,2,1
50348,0,1,1,0
7096,3,4,7,10
33895,0,0,0,0
48293,0,1,0,1
8095,1,1,3,1
7008,17,20,81,60
32986,1,0,2,1
17116,1,4,2,5
7303,10,10,72,52
33893,0,0,0,0
33193,0,1,0,1
34369,6,11,6,11
34206,15,37,26,27
34041,0,1,0,0
48543,27,28,28,39
7449,0,0,1,0
7447,0,0,1,0
7521,0,0,1,0
7445,0,0,1,1
7519,0,0,1,0
7444,3,1,3,2
7428,1,1,6,9
7427,1,1,6,2
48659,0,0,0,0
7520,0,0,0,0
47314,1,2,1,0
34207,17,43,26,29
48291,0,0,0,0
48660,0,0,0,0
7863,0,0,34,18
47561,1,2,1,0
49157,1,1,3,5
33894,0,0,0,0
11571,2,3,5,1
47294,1,2,2,2
47292,2,2,1,4
35967,0,0,0,0
43698,0,0,0,0
43699,0,0,0,0
35966,1,0,1,1
43878,1,0,2,0
35959,0,2,2,1
35886,1,2,1,2
43945,0,0,8,9
43946,50,23,40,23
43996,4,4,4,4
44000,0,1,0,1
44002,0,0,0,0
44012,0,0,5,5
44340,0,0,1,0
44366,0,2,0,0
35580,2,2,6,4
35544,2,3,5,6
35542,16,17,65,38
44514,0,2,7,2
8433,1,2,1,1
8409,2,2,2,4
35505,0,0,5,3
44523,0,0,0,0
35498,0,0,1,0
12122,2,1,1,0
35984,11,12,21,15
12123,2,1,1,0
11831,27,28,26,37
46951,16,12,17,22
46972,16,19,28,20
8624,5,9,13,11
43471,22,21,29,21
11606,18,41,28,27
8813,19,31,23,13
11607,0,0,0,0
36644,0,0,1,0
11576,2,2,12,3
43361,62,27,41,27
11605,18,41,28,27
43066,1,1,4,5
11662,1,1,5,5
11664,29,22,40,33
8713,1,0,5,1
48723,0,0,0,0
8756,1,1,2,0
49067,2,2,8,3
43380,60,26,37,25
8712,0,0,3,1
11601,0,1,5,1
11574,0,2,4,1
11677,0,1,5,1
11678,0,0,0,0
11736,1,1,1,1
36163,0,3,14,10
36031,34,32,44,53
44682,65,10,23,15
44787,3,1,5,6
8711,1,0,4,0
35277,0,0,0,0
46555,44,53,31,24
35256,13,21,17,19
35244,0,11,3,11
46914,0,0,0,0
36366,84,33,108,44
8701,1,1,50,19
47293,2,3,2,5
41273,28,21,43,34
40908,37,30,48,47
84443,0,0,0,0
47053,30,22,36,36
35278,8,12,6,7
47197,2,1,5,2
35043,2,2,2,1
46979,2,2,7,8
46981,2,2,9,8
12124,0,0,0,0
46983,3,4,8,10
35070,7,11,5,6
35044,2,2,2,1
35042,0,0,0,0
34898,26,27,18,21
35041,0,0,1,0
35039,0,0,0,0
35072,12,10,11,13
35000,0,0,0,0
45439,0,0,0,0
45436,0,0,2,1
71786,5,10,11,19
17005,3,4,6,4
8044,1,0,1,1
8094,1,1,2,0
35497,0,0,4,2
35496,0,0,2,0
12159,3,3,0,2
12155,0,0,0,0
12156,3,3,0,2
8247,0,0,1,0
8246,2,1,2,2
12175,7,12,13,20
8240,2,1,3,2
12176,7,12,16,22
45443,0,0,1,1
34999,11,11,4,7
34903,7,7,4,6
45452,0,0,6,3
45991,0,0,6,4
35485,10,8,16,17
35483,1,3,11,10
12199,7,7,2,4
12244,11,11,4,7
35404,0,0,2,1
8096,0,0,1,1
12177,2,1,4,2
19282,8,12,7,7
10602,1,1,4,3
72115,11,14,10,19
1570,2,2,2,2
21223,0,0,2,0
46022,27,27,47,42
25286,1,2,7,9
71549,93,126,131,134
22219,3,5,18,7
1137,3,3,16,8
45455,0,0,1,1
46976,4,3,4,3
19267,33,38,57,37
2497,7,13,11,22
2496,2,1,2,1
2495,6,10,12,22
20748,31,24,44,40
2494,1,2,1,1
85831,1,1,1,1
45470,0,0,7,0
88201,21,14,14,6
81374,16,13,18,16
22215,4,7,28,11
17002,3,3,7,3
17003,1,0,0,0
88501,32,24,36,38
17039,15,11,15,21
1131,0,0,0,0
84729,1,2,1,2
22217,0,0,1,0
1134,35,39,52,46
19247,5,1,2,2
19246,33,9,4,2
907,2,2,5,3
1133,5,6,5,2
88016,81,107,41,44
23694,4,5,6,6
124,2,4,1,5
19340,0,0,0,0
88261,4,2,6,5
21089,0,0,0,0
88340,1,4,6,4
74872,0,0,0,0
22208,17,10,9,12
88009,0,3,17,12
83048,2,2,1,1
17452,1,6,1,5
19342,2,1,11,3
82929,2,2,1,1
2167,60,22,40,22
88470,0,0,0,0
88262,5,2,6,5
21090,0,0,0,0
21221,7,13,13,22
22236,31,10,4,1
23692,4,5,4,2
76696,4,2,7,4
88011,0,3,10,9
88010,0,3,11,9
17126,0,1,2,0
71190,0,0,0,0
71191,27,28,28,39
1290,23,15,16,7
1579,3,3,3,6
1572,0,0,0,0
39167,1,0,1,1
18471,0,0,1,1
80729,0,0,4,0
19341,3,2,12,4
18984,5,3,5,6
80583,12,18,19,20
23840,15,11,16,22
72346,0,0,1,0
17042,0,0,1,1
17046,1,1,3,1
573,3,3,2,5
24076,6,6,18,12
2429,3,1,4,1
588,1,1,0,0
72272,0,0,0,0
17040,15,11,15,21
85658,3,2,12,4
84066,1,1,1,2
19120,0,5,0,8
549,2,2,2,2
72354,1,1,6,3
17047,0,0,0,0
980,3,4,6,1
17048,1,1,3,1
24081,1,1,0,1
88082,3,3,9,4
1129,2,1,1,0
580,0,0,0,0
21098,2,2,2,2
87972,16,12,17,22
83050,0,0,0,0
83053,0,0,0,0
85810,0,0,0,0
579,13,16,33,36
39183,17,8,14,4
83083,0,0,0,0
20954,58,24,45,29
88116,9,9,34,31
1776,7,12,8,4
22214,0,0,1,0
84480,36,44,75,54
1130,2,1,1,0
17038,0,0,0,0
19029,21,22,31,33
87813,0,0,2,2
17029,4,4,5,5
276,0,0,0,1
19245,38,10,6,4
88299,2,4,1,5
21849,4,5,7,3
17030,5,5,4,6
22812,0,0,3,0
23841,0,2,0,1
24144,0,0,0,0
836,13,16,31,34
21094,1,1,1,1
84479,34,41,71,52
85813,0,0,0,0
544,0,0,0,0
88008,0,3,15,10
71927,0,0,2,1
17031,1,1,1,1
18468,0,0,1,1
21844,1,1,1,0
71974,0,1,2,0
545,0,0,0,0
546,0,0,0,0
17037,0,0,0,0
548,0,0,0,0
18469,0,0,22,31
17036,0,0,0,0
88093,31,36,46,31
85811,0,0,0,0
21088,0,0,0,0
362,22,12,27,19
88255,0,0,0,0
381,0,1,0,1
88589,5,6,5,7
1916,0,0,50,34
837,2,0,1,0
444,3,4,1,2
21452,0,0,1,2
607,9,10,19,7
370,0,1,10,1
21403,2,1,13,5
21776,0,0,0,0
21402,2,1,15,5
21451,0,0,1,0
21450,0,0,0,2
1667,0,0,1,2
18982,5,3,5,7
24082,40,51,19,23
1917,0,0,38,36
23831,0,0,0,0
21366,1,1,1,1
18803,0,0,26,6
23917,8,10,18,7
1070,16,42,27,27
88047,15,17,16,20
19698,0,0,0,0
88259,3,1,5,3
17451,14,21,30,18
80472,2,3,13,5
80473,0,0,1,0
23832,0,0,0,0
1666,3,4,6,5
838,15,16,36,36
88300,2,4,2,5
87211,12,14,13,11
88301,3,4,8,4
88452,1,1,2,2
22249,1,1,1,1
88465,0,0,7,1
22245,16,8,4,7
22246,15,8,3,7
22247,1,0,1,0
88462,0,0,0,0
1907,0,0,23,12
88253,0,0,2,0
393,18,12,21,17
20750,9,12,4,15
1909,0,0,35,14
20749,34,30,40,51
21895,2,2,1,1
793,2,3,2,2
416,1,1,1,1
85657,3,2,12,4
1,1,1,4,11
84444,0,0,2,1
18550,0,0,0,0
1423,1,5,2,7
1438,0,4,0,6
578,13,16,33,36
11,10,3,24,20
79999,12,18,17,20
21894,2,1,1,3
79930,0,1,4,0
608,9,10,19,7
1668,3,4,5,3
1935,26,35,36,22
23835,0,1,0,0
88260,3,1,5,4
88381,17,15,19,17
80581,15,20,21,22
1908,0,0,26,2
847,21,25,33,33
24621,0,1,2,1
22585,2,1,5,3
75781,6,6,7,5
88345,17,10,21,11
23826,0,0,1,1
21099,0,0,0,0
1691,2,1,1,1
22921,34,17,35,32
24952,0,1,0,2
22920,25,8,28,23
22814,5,3,10,5
88344,11,8,10,8
22583,38,31,51,48
1526,0,0,1,2
23825,7,9,8,4
21081,0,0,0,0
21893,2,3,2,2
74217,0,1,0,0
88543,0,0,0,1
21087,0,0,0,0
79669,0,0,0,0
79676,0,0,0,0
73687,1,2,1,3
22260,1,1,1,1
85834,0,0,0,0
79670,0,0,0,0
80522,1,0,5,1
839,0,0,6,2
79679,0,0,0,0
88367,0,0,3,0
21307,1,0,0,0
24800,18,16,28,19
21882,25,36,43,25
347,0,0,2,0
79681,0,0,0,0
42657,1,0,1,0
10712,7,0,9,0
30806,0,0,0,0
65943,0,1,0,3
30807,1,3,1,3
30800,2,0,0,0
30732,1,4,3,5
